Address,CountryCode,Nickname,Fingerprint,Bandwidth,Flags,Guard,Middle,Exit
144.24.232.2,CH,SnowflakeAwake9184,1A7CF5047FCD5ACA04BC490C455DA1BC72116CFD,3900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.239.222.248,SE,BM09,1A81BEE054FE5C6225A0D58169D72924B26E2B59,8400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
98.155.2.114,US,Jungleland,1A9877D26D1D8CB1D77B23B0507449B2D5927CEF,6,Running V2Dir Valid,No,No,No
15.204.11.248,US,KavinRelay,1A9DE534C542E5F19A72D692D1736705FB78438D,1700,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
89.58.54.129,DE,TorRelay1b,1AA63474AB2277A944E452649EB19044F21314E4,24000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
87.118.122.30,DE,artikel5ev2b,1AA683E036EA10AA6E078D40498CC7234F6424B9,3100,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.220.101.208,DE,ForPrivacyNET,1AAC19D892F84910AB94C45092241ABA3CFC4C89,15000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.252.232.218,DE,Vyachyslav,1AAC8733A118351B56FCBBD532E1D6F47A95022B,1,Exit Running V2Dir Valid,No,No,Yes
109.70.100.4,AT,fenchel,1AB5E57A8356C94803B9199FD4A9845854E6A0AC,25000,Exit Fast Running Stable Valid,No,No,Yes
149.56.12.100,CA,qv,1AC666DF2DACBAC8B3E10D9EB5B5FC7BDF98BF63,21000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
202.61.205.33,AT,Unnamed,1AC8884B9C1D1E28DEC7A24610F31E9C6D2C4FA3,8800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
136.243.93.102,DE,PoopyTheChinchilla,1AD4C27CDC6680A6A97B657CA6E2793A6376645D,120,Fast Running Stable Valid,No,No,No
212.147.124.158,CH,apollon,1AD767912EE91269E3F0342B11C51AD92CBCDABB,18000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
81.7.14.253,DE,Ichotolot60,1AE039EE0B11DB79E4B4B29CBA9F752864A0259E,140,Fast Running Stable V2Dir Valid,No,No,No
61.4.102.51,MY,uknd,1AE1CBDAAC8DF7130743710D8A0E598157873ED5,44,Running Stable V2Dir Valid,No,No,No
103.124.104.229,US,Unnamed,1AE89814434B75C3A30460772A6912BCE4F5E465,69,Running Stable V2Dir Valid,No,No,No
199.249.230.85,US,Quintex36,1AE949967F82BBE7534A3D6BA77A7EBE1CED4369,13000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
5.255.112.208,NL,Unicorns4Anonymity,1AFC99ECD56BF792E2DC89FB9D419B3580D6D89B,7500,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.215,,NTH18R2,1B08DD85E096AB216DABE144EC69A9CAF3C0E310,19000,Exit Fast Running Stable Valid,No,No,Yes
45.151.167.13,DE,artikel10ams14,1B09CD7EF30C4BA4B7B59F7EBEC0E7A1AA5D74BC,11000,Exit Fast Running Stable Valid,No,No,Yes
185.220.101.14,DE,artikel10ber54,1B18F98534634EF4EB4B36523F052F4D829E0496,27000,Exit Fast Running Stable Valid,No,No,Yes
2.57.122.246,RO,prsv,1B2BDE1FBF5F02F91B147DD7600A3036FA6DDBF7,5800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
107.172.3.5,US,RackTor,1B374E8691F5D78811893E0E5DE32ED38FD42F0F,20000,Fast Running Valid,No,No,No
142.114.187.167,CA,TheBestRelayNick3,1B3E48D75E7F7E61D1B9BBE24BA15A38B454380D,2400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.103.135.20,RU,CinemaField,1B471B9FD70BD4D9E46C4E8B5B5AE075D6E2DD17,240,Fast HSDir Running Stable V2Dir Valid,No,No,No
23.184.48.127,US,cozybeardev,1B57F14DE71E218DA3D9243A6497F26196355357,4700,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
85.195.230.249,CH,torrelaymirror2,1B5E78D7A1EB32074B3BE2E83CCCE50B699B782E,66000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
144.217.87.28,CA,ryanfragdev,1B6B37BAE2607E2B6C81685A23556EB7CFB9961C,350,Fast Running Stable Valid,No,No,No
107.189.8.133,LU,Quetzalcoatl,1B6BCBCDB384364B6FB4F3576CA70AECFC083641,23000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
157.90.179.103,DE,Vulnerar,1B7F47827E2FFAFE05B92B1C5A92B8F9A4AF67DD,77000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
66.165.241.228,US,kibble,1B963D0CB5CF120BF95CC211F9A577AB09620EFD,11000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.199.41.57,CY,NCC74656,1B96D9BEC08E4B6BC718FFCFF105106B7165DDAA,1000,Fast HSDir Running Stable V2Dir Valid,No,No,No
82.94.251.227,NL,CalyxInstitute07,1B9FACF25E17D26E307EA7CFA7D455B144B032E5,16000,Fast Running V2Dir Valid,No,No,No
87.229.115.23,HU,Assange017hu,1BA2F9436C0018A4B52625D071B72F648522B748,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.202,,NTH39R1,1BAA33FE4AFA3A307797043FCD59665D3C2CE552,22000,Exit Fast Running Stable Valid,No,No,Yes
199.249.230.166,US,Quintex77,1BBCAEB763CA46DEB565A7251FAA6AC79A388ADD,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
146.59.12.188,PL,funrelay,1BD6462B856754E9C826B220B4C47E59D0479109,13000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
94.230.208.148,CH,DigiGesTor3e3,1BDBE9C0F7034E6789A9BF7BED82BE2045F0F5B7,32000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
85.195.115.5,DE,Unnamed,1BE127DB3C470A67D34D0033908CC15E3C359A98,14,Running Stable V2Dir Valid,No,No,No
94.130.246.106,DE,FreedomFries2,1C0736CF3744A3B87C2D2269B8BD3388C7E60552,24000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.191,,NTH1R8,1C1548FB83F57C6B8D2A95282E3AC097BB05CEB2,1,Exit Running Valid,No,No,Yes
131.255.4.48,AR,theherosanctum,1C21EFE31BA0B55B1359597B0B46F37184DFCCBE,1200,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.109.91.126,DK,TheFreeOcean,1C32EB06C5E6C844F419432C00B9659195E247CA,12000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
162.250.191.15,CA,Assange020ca,1C3C4AEF036D1202EEC623228EBA5FB71931E2A3,13000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.142.244.16,NL,VrijHeid,1C4147BDE31ED65715FE1CF088570E145BF46AA1,29000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
45.124.53.132,AU,Bishibosh,1C41B62A48C9B86E2D0AA6C27F25D73CCC848D83,630,Fast HSDir Running Stable V2Dir Valid,No,No,No
176.123.1.67,MD,stvnrdgme1,1C4A33507E401B79263D028D1927F4F54AD83584,4900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
72.167.47.69,US,Minotaur9,1C5277C570CDAB4918243410C300D6D2CA97C979,3500,Exit Fast Running V2Dir Valid,No,No,Yes
79.115.183.201,RO,d3xtor,1C53F213C9BBAB2EB39015DD5A1BC89CE152A0F7,5600,Fast Running V2Dir Valid,No,No,No
109.90.148.146,DE,epplehaus,1C573953574D1C0935355DBC5056F50E5452ECAB,2400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.61.187.213,US,nerdhere,1C5FCA222C6BC297424AAA0E6C9769C98C3F27BF,1900,Fast HSDir Running Stable V2Dir Valid,No,No,No
65.109.123.248,FI,yeetinMiddle,1C5FFA33058D7A548AB6C88EEC4AB2F974B36065,34000,Fast HSDir Running Stable V2Dir Valid,No,No,No
51.210.138.64,FR,Voorhees,1C663F9A8D2CBC2B5AD3CB515124FB30188BCAAE,16000,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
84.138.230.140,DE,BullrogTorRelay,1C74D7877ABEB7990A8B7DA285276D1DEC0D5E6C,1400,Fast Running V2Dir Valid,No,No,No
185.220.102.244,DE,Digitalcourage4ipea,1C7700A94DBBFECFA234C1ADD0D23FB87D1D7599,24000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
194.233.174.56,DE,LION,1C791500D182E9ECAF9D7158314C6137717547BB,15000,Exit Fast Running V2Dir Valid,No,No,Yes
45.158.77.241,GB,prsv,1C7C67D806A6C4C07202D588606CA81347F109E5,14000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
51.15.243.22,FR,BabyOnion,1C7D71A2581DE79C5CFC4ED1FF75D5BE30F01BB7,15000,Fast Running Stable V2Dir Valid,No,No,No
188.150.13.160,SE,TheRock,1C84C89198911D0C8962AA65C3E4E6530075396E,5900,Fast Running V2Dir Valid,No,No,No
77.11.37.182,DE,firstTryFFS,1C9DFE4455251AC93E3A628F93BF2B9ACC0956D6,130,Fast Running Valid,No,No,No
109.70.100.65,AT,taro,1CACE884480BB87CC640A51C46087F18F4ABA970,22000,Exit Fast Running Stable Valid,No,No,Yes
109.70.100.68,AT,okra,1CBAA1FCC2F81ED2201D7AEB6A6FBD6D482AFD4F,18000,Exit Fast Running Stable Valid,No,No,Yes
31.15.235.36,SI,SLOatornautSLO,1CBB8CF10565C007861B66B5764FD88DF6F850BB,3100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.191,,NTH1R7,1CCA6F06C594F5A7E8CA0977101B71944F7904A5,1,Exit Running Valid,No,No,Yes
217.12.203.196,BG,Kite,1CD86E55B4A707863105AB108A99F307C11892BA,5300,Fast Running V2Dir Valid,No,No,No
192.42.116.220,,NTH46R3,1CDA765239A945979917154730B66179092B305F,13000,Exit Fast Running Stable Valid,No,No,Yes
192.42.116.215,,NTH18R1,1CE1BE5A0847B901306CD1A302E0B2265C887F76,23000,Exit Fast Running Stable Valid,No,No,Yes
157.90.131.201,DE,arpsel,1D1D23F156944855E0A5FE06E99DA408EED5AE6B,19000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
78.109.24.3,UA,TheMockingWarden,1D1E0DEE1CDFE1020651EC4306453F259B81CE01,10000,BadExit Fast MiddleOnly Running Stable Valid,No,Yes,No
191.252.111.55,BR,K4M1K4Z3,1D1FA50D605FDC8F6DC39A0A60A7233DD35D0001,2200,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
95.214.53.96,PL,bauruine,1D24292113610F0096FCC554664EC33BE27A4F54,24000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
62.178.36.232,AT,firlefanz,1D4B14D2229CA7913FD91F389A94818F280E0D55,3100,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
89.58.30.164,DE,darklab7,1D5A97D33DE2905E58E6A9276BBF16D9E66C83AC,34000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
46.105.91.78,FR,Unnamed,1D6528AA190F17B2C055CBD042D672778A265661,54000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
198.46.166.157,US,TakTor03,1D65771E68383F294D4F1131B19DF64989EEDF8A,1400,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
192.186.99.197,CA,concentratedrelay,1D768D76D52E3177040CFD7F6A64FF885C68E77F,1500,Fast HSDir Running Stable V2Dir Valid,No,No,No
23.137.251.61,NL,bauruine,1D7EBE2ADBEF0353AA77C579CD013B5CF82E740D,26000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
193.69.90.137,NO,Unnamed,1D81272219B679D511930499AD8286BCD8F6C445,35000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
88.151.194.12,DE,Chomeles24fire,1D851C4BD54C5923328DEBD4AB1FF7640A2B4E54,25000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
199.193.115.2,US,friedShrimp,1D8ACC1F5F28D52446303D1E197A1A3B9FD81505,57000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
193.189.100.197,SE,TORKeFFORG4,1D8DE4EF4BFA38D366FCE7249DC41A540D8E1EB9,23000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
193.182.111.182,SE,boxendotspace,1D8ED54EA9DF2D46558AD0096DD5D9DD297F13A8,3900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.195,,NTH5R6,1D9BE25D70B2838E321F00D7859FCE9828E77423,1,Exit Running Valid,No,No,Yes
159.180.52.41,NL,incompatibleultra,1D9EA79231CDE8FC5D5181022AF8CF06D83FE089,29000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
139.59.58.109,IN,fenrir,1DA8D6E01092B20968F99D6861C5D51B8025B511,1300,Fast HSDir Running Stable V2Dir Valid,No,No,No
199.249.230.104,US,Quintex14,1DB25DF59DAA01B5BE3D3CEB8AFED115940EBE8B,5400,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.28,,hviv128,1DBACC31486FC670FBD403FAE877342EC696D598,21000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.216,,NTH19R1,1DBF008C9CD6D1EDEBC0F895DDD6D967333843F9,27000,Exit Fast Running Stable Valid,No,No,Yes
185.220.101.29,DE,artikel10ber113,1DC1A8B7A5F9E67BF75A144E496203F87E2EBC27,18000,Exit Fast Running Stable Valid,No,No,Yes
23.129.64.135,US,eiais,1DC6E52ADB9FE4346CEFC05C6916D8B8F7F66D1C,7300,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
45.95.169.108,HR,WWW,1DD2F9B503CA86DCC3A33A84767D6910A0D46C29,0,Exit Running V2Dir Valid,No,No,Yes
94.140.115.3,LV,JustHelping2,1DD80049E3C5BD06EB904DABFDF474BADBB48A1C,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.244.24.13,NL,robin,1DE379354150CCD449767DD0B38047BA7E9D7A40,31000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
178.19.96.125,PL,TorUser793,1DE443C3D9C0DC4BB0144180DAF4A3C25BBC91EC,1700,Fast Running Stable Valid,No,No,No
178.254.12.193,DE,Cyberbunker,1DE63E1C627CF9C11C3174210BA80C2CF9C451DE,6700,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
195.122.181.242,DE,HorrorPicture,1DE70504C6E9BB223E2EC4FAD45C68C07A6AE9FB,7000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
92.205.129.7,FR,Charybdis2,1DEECD906AFECF496B7DC1E40829F4563517B4CC,39000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
193.218.118.155,UA,Hydra16,1DFE397493D0791DE63F2D6EA5AB6EBCB7B9871A,11000,Fast Running V2Dir Valid,No,No,No
45.151.167.11,DE,artikel10ams08,1E06CAD3BA909B67618E48C825081C40AF37FF34,8700,Exit Fast Running Stable Valid,No,No,Yes
178.175.148.209,MD,GreenElephant228,1E073339919F3AD1E82755A909CF458CCC6252D1,9400,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
194.233.85.109,SG,g10sg,1E14E35967A677C3BC280A7D33ADF8BC98BA6D5B,1100,Fast HSDir Running Stable V2Dir Valid,No,No,No
51.79.170.198,SG,allstars2,1E1BEF2C8E1695AC021C9010425D35080204937B,2400,Fast HSDir Running Stable V2Dir Valid,No,No,No
192.42.116.192,,NTH2R2,1E20B29E42A254193DE7D392C6075A3FA554E747,21000,Exit Fast Running Stable Valid,No,No,Yes
45.35.130.46,US,redbeans,1E23A3E081E2C802ECE61190C214F0723A66971A,120000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
51.79.221.8,SG,slotor03,1E326EFE355AB98912272AF724D59176B5C23792,3000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
104.244.74.224,LU,Quetzalcoatl,1E3C197C8C922128FF049856E0536FF9CB4E5E8C,26000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
217.12.215.167,UA,emberhare,1E42E24BE894AC27CFE51E0AC65CEC44F638E9A3,10000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
192.42.116.180,,NTH28R6,1E4B09B0A4FDB0B2149785E2AFAA4AE7271B2E20,19000,Exit Fast Running Stable Valid,No,No,Yes
199.249.230.66,US,Quintex43,1E5136DDC52FAE1219208F0A6BADB0BA62587EE6,8600,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
62.113.216.173,DE,hazeltine,1E5618C079D74CF9AE0C5370DE4C6E1AFD5C0B39,3200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
91.143.87.51,DE,Doedelkiste16,1E64DACE137A4A6223E7A4A73060A22ECA46D7B3,24000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
107.173.89.174,US,masstorNY3,1E73AC3ABBD5500AF6850C2D592C363734454FA0,60,Running Stable Valid,No,No,No
192.42.116.180,,NTH28R8,1E76793C9144EBB313F2B091BDF7D14AAC70C02F,9300,Exit Fast Running Stable Valid,No,No,Yes
81.226.199.193,SE,bambam,1E7FE364A814340CBD79AA2B3365E718D3B1A67C,3200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
23.105.163.117,US,GoodColours,1E825573F8EFD5635E5C1E3B85CA647CFC84BA83,41000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
103.143.40.215,MN,SafeMoneroRelay,1E87E5460FEE18BBA73BB17B93F150ADAC4FE7BB,53,Running Valid,No,No,No
185.220.102.243,DE,Digitalcourage4ipdb,1E9B32A00C594B032597D8B6A1DF79B734531530,21000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
75.58.62.109,US,bobjoe1,1EA52D1D2F05EBFE90BA2BEECAD7B039C2BDAA95,190,Fast HSDir Running Stable V2Dir Valid,No,No,No
107.9.162.59,US,pumcor,1EAD6D4B68DF6C42852F2FA3F89E02C705E16B80,620,Fast HSDir Running Stable V2Dir Valid,No,No,No
146.70.80.19,DK,toni3TOR4,1EB0E62C2284A61C4C099097B25132CE114D4EA0,3100,Fast Running Stable Valid,No,No,No
185.220.101.169,DE,relayon0169,1EB3495B169D5128CDE6FD0854D7B0E8F14401BF,5900,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
67.215.13.202,CA,ShadowLeagend,1EBDB5C8DE655BE3AF6C0B4A6EB1ABE44B312189,58,Running Stable V2Dir Valid,No,No,No
103.212.81.169,RO,MMRELAYRO,1EC37D337D8E93089BAA69675CD5D67B8EFBD19C,3800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.142.238.67,NL,Wolf359,1ECF40908846EB9A47B598F43CDB6B39981D53F9,1800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.156.175.60,CH,W4LS3R,1EDE608C5E190C8682A2F827664E758416104670,6700,Fast HSDir Running Stable V2Dir Valid,No,No,No
160.202.162.186,KR,QuackQuack,1EE15139F389FDA24400239607CB4C0BE5DD8C76,63,Exit Running Stable V2Dir Valid,No,No,Yes
91.208.75.3,RO,nobuhide,1EE6CA29D54A41E940C834B88F432A9CA931EBE2,14000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
114.35.245.150,TW,initramfs,1EEA2511471808FD26322F64D6969ACB18936448,4400,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
144.91.66.153,DE,rem0233,1EEB0BC4AC776A2CB85DCE0529DFFDD6F2686AFC,5500,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
144.76.3.182,DE,cb1820,1EFBACCD28A07FD6AD7AA6F1293177D71397E918,46000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
172.0.47.78,US,Sepiidae,1EFF2704D19BF45305BBCCA53E2B59A3D17A6EE3,7400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
194.147.140.103,MN,tor103IPConnectINFO,1F001137C1241321B33A0BC66BD5D3B0B04F46FD,9400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
217.170.197.121,NO,ElmerFudrucker,1F04F90765AA57437144A0351AF197341E47DDBB,13000,BadExit Fast MiddleOnly Running Stable Valid,No,Yes,No
37.235.48.247,PL,plutoa,1F2077BF01CAF23F819D4892A89883196ABA842A,870,Fast HSDir Running Stable V2Dir Valid,No,No,No
65.21.94.13,FI,toralf4,1F266797A941DF885B96C2862F2A007FD32B66D9,25000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
46.4.57.75,DE,Citadel5,1F2EB70268CE9E18CE864D44D793E2091F3CE72C,64000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
2.58.56.220,NL,Quetzalcoatl,1F2F634D6D87CF6C5358C1367F9BD5F926CEF3F4,8100,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
198.244.212.57,GB,Cornball,1F2FC2214D63A90926D0A6837896F84A16F4DB60,71000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
162.251.116.18,US,euphrates,1F3229490FB44648E3EE6F8C3EEA33BB6CE9767C,57000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
45.86.209.201,US,WhiteGoldeBlizzard,1F353E2FABCE80492B156565A2B5439AF8163827,270,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.220.101.140,DE,relayon1140,1F59BBB12313E5701468E574083152686B4EB6C0,7300,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
45.76.86.86,DE,Perlman,1F616EFAE7D4569604372EF960CE27BCC89060A4,150,Fast HSDir Running Stable V2Dir Valid,No,No,No
2.57.122.215,RO,prsv,1F6869F1C301AAD1EF7FBA926D2A726DFE74BB37,7000,Exit Fast Running Stable V2Dir Valid,No,No,Yes
46.167.244.57,CZ,eclipse05,1F709E17E2D0F1ACA1A826561FDE581631E1B322,6900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
104.57.231.26,US,ballers1,1F772DD93DA20A6745E334BAFFC7B9765876BB11,7000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
148.251.125.117,DE,Freebsd2324,1F78D47D20BA3ACF9DCE50F4533A5CEA232CF398,26000,Fast HSDir Running Stable V2Dir Valid,No,No,No
79.143.186.17,DE,Toreto,1F7AADAEBD6141DCEA320FE821DC2CF8E7E44B81,190,Fast HSDir Running Stable V2Dir Valid,No,No,No
195.213.157.201,GB,PigsAreWatching,1F842B347A5B9C70FEB582060BF9A2D5A06C8B62,620,Fast Running V2Dir Valid,No,No,No
185.32.222.237,CH,bauruine,1F953ACBFB9F44CE38543B7E9C0E0BE1BDC7E941,34000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.113.132.197,CZ,Unnamed,1FA44BC51BF2416D3E44C9AAD732F7B14C0D1C05,6,Running Stable V2Dir Valid,No,No,No
5.181.158.12,MD,uta,1FA46E59DDE7752B3E20312E6DC1B7027336295A,440,Fast HSDir Running Stable V2Dir Valid,No,No,No
79.141.174.124,SE,PeachUnknown,1FB9CCBE02CF10978EAB16943973AC5C548FA243,44000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
66.135.28.97,US,femboy,1FBA08DFA08FD814BC8052E9B37DF630C9DBB281,3900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.142.241.194,NL,VrijHeid3,1FC55B6E54789CB4AEF1F5A9D35C4420789AB5DE,25000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.220.101.168,DE,relayon0168,1FD60888A82F6667DADE68A78293AC4AB3B71E8F,10000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
51.89.17.143,GB,Zwo,1FE6D59BC44493017A8CDE25DF300D08BA80CCDD,52000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
81.169.240.172,DE,thewatchtower,1FF0E521C5B2085760EF3A50D6AE40036A440F8D,36000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.28,DE,artikel10ber112,1FF2AE9C9BD4A0C129582D62CA77A1EE86A0389E,25000,Exit Fast Running Stable Valid,No,No,Yes
73.123.152.132,US,Chrysophylax,1FFDC7F90DBCDE587C3524FB3FBB50B818565357,330,Fast HSDir Running Stable V2Dir Valid,No,No,No
37.252.187.14,AT,rinderwahnRelay7L,2015090450AB0C426883EF8801928D2D990CA340,17000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.41,DE,ForPrivacyNET,20209021CE8B8732F8EE57D313A36FF8DC823E5E,25000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
212.52.0.244,JP,MOE233relayJP,2022789AEA6A0893C6AADE104DED27971A46D1D6,1900,Fast Running Stable Valid,No,No,No
107.189.13.151,LU,Unnamed,2022BCB37453DC168E6CB7B4DAD119AC072F2DEE,1600,Fast Running Stable V2Dir Valid,No,No,No
192.42.116.183,,NTH31R6,203351B143F7FD85A9797755586B08122186174E,13000,Exit Fast Running Stable Valid,No,No,Yes
45.92.238.246,CZ,Bernard,20361866253BDB1A071D7EAD3744E18704FCE6F1,780,Fast Running Valid,No,No,No
66.146.193.33,US,LunaTor,2037A6568C5771A5D8FF5C64FC1819247E6FEE7B,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
82.213.246.125,ES,mytornoderpi1,20446B81B32B197BB09DDC4EFEB162732669F9DF,1500,Fast HSDir Running Stable V2Dir Valid,No,No,No
212.47.229.2,FR,scaletor,20462CBA5DA4C2D963567D17D0B7249718114A68,21000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
209.250.2.254,US,RazorsEdge,205ED2C309999F0F18767A1ECCD384B580070BA9,5500,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
62.182.84.241,UA,EpicTor4,2062C6FE40ED6329F02EAC8FB8DE3B682F9910EC,10000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.158.154.112,FR,kenobi,206B2B8C1AB1E20C02CFE2A913AA8DE169980FC2,8000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.73,DE,CCCStuttgartBer,2070E51315036FEB76FC2E0B03A320724234A9A4,19000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
93.123.12.112,BG,Basher,208047D21967ACA9BCD442B20C300603AD09BFC5,12000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
194.88.143.66,IT,freja,2096BCFEBB95A1134F39FCF8CEB076FF41A2B48B,23000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
46.38.236.250,DE,cvbnet1,20974D28EB668E689D4256046E0E32034375A0A2,9700,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
88.129.229.91,SE,kalleponken4713,209B28B72EC1B8EE5C70431E9FE82BE5809E0CAE,640,Fast Running Stable Valid,No,No,No
109.70.100.71,AT,Unnamed,20A8BC8EE8125FE6852C85FD2438CAE1482694FA,17000,Exit Fast Running Stable Valid,No,No,Yes
93.227.35.154,DE,MrNobody,20BB62EC1CF5A13AF759B7D6E80704A20BF23530,2500,Fast Running V2Dir Valid,No,No,No
